FID,allclasses,bikedir,boro,comments,facilitycl,fromstreet,ft_facilit,date_instd,time_instd,lanecount,date_modda,time_modda,onoffst,segment_id,street,tf_facilit,tostreet
812,II,R,3, ,II,3 AV,Standard,2013-04-22,00:00:00.000,1,2013-04-22,00:00:00.000,ON,22837,14 ST, ,PROSPECT PARK W
813,III,R,3, ,III,PROSPECT PARK W,Sharrows,2013-04-22,00:00:00.000,1,2013-04-22,00:00:00.000,ON,22844,PROSPECT PARK W, ,15 ST
814,I,2,3, ,I,PROSPECT PARK SW,Protected Path,2010-06-01,00:00:00.000,2,2010-06-01,00:00:00.000,ON,22845,PROSPECT PARK W,Protected Path,PLAZA ST W
815,I,2,3, ,I,PROSPECT PARK SW,Protected Path,2010-06-01,00:00:00.000,2,2010-06-01,00:00:00.000,ON,22846,PROSPECT PARK W,Protected Path,PLAZA ST W
816,I,2,3, ,I,PROSPECT PARK W,Protected Path,2007-07-01,00:00:00.000,2,2018-10-12,00:00:00.000,ON,22858,9 ST,Protected Path,3 AV
817,II,R,3, ,II,4 AV,Standard,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,22872,3 ST, ,PROSPECT PARK W
818,II,2,3, ,II,CARROLL ST,Standard,2004-07-01,00:00:00.000,2,2004-07-01,00:00:00.000,ON,22875,5 AV,Standard,8 ST
819,II,L,3, ,II,4 AV, ,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,22876,2 ST,Standard,PROSPECT PARK W
820,II,2,3, ,II,CARROLL ST,Standard,2004-07-01,00:00:00.000,2,2004-07-01,00:00:00.000,ON,22877,5 AV,Standard,8 ST
821,II,2,3, ,II,CARROLL ST,Standard,2004-07-01,00:00:00.000,2,2004-07-01,00:00:00.000,ON,22885,5 AV,Standard,8 ST
822,II,2,3, ,II,CARROLL ST,Standard,2004-07-01,00:00:00.000,2,2004-07-01,00:00:00.000,ON,22887,5 AV,Standard,8 ST
823,III,2,3, ,III,DEAN ST,Sharrows,2006-09-01,00:00:00.000,2,2006-09-01,00:00:00.000,ON,22889,5 AV,Sharrows,CARROLL ST
824,III,2,3, ,III,DEAN ST,Sharrows,2006-09-01,00:00:00.000,2,2006-09-01,00:00:00.000,ON,22891,5 AV,Sharrows,CARROLL ST
825,III,2,3, ,III,DEAN ST,Sharrows,2006-09-01,00:00:00.000,2,2006-09-01,00:00:00.000,ON,22893,5 AV,Sharrows,CARROLL ST
826,II,R,3, ,II,5 AV,Standard,2008-06-25,00:00:00.000,1,2008-06-25,00:00:00.000,ON,22894,BERKELEY PL, ,PLAZA ST W
827,III,2,3, ,III,DEAN ST,Sharrows,2006-09-01,00:00:00.000,2,2006-09-01,00:00:00.000,ON,22901,5 AV,Sharrows,CARROLL ST
828,II,L,3, ,II,PLAZA ST W, ,2008-06-25,00:00:00.000,1,2008-06-25,00:00:00.000,ON,22902,LINCOLN PL,Standard,5 AV
829,II,R,3, ,II,DEAN ST,Standard,2005-12-01,00:00:00.000,1,2005-12-01,00:00:00.000,ON,22915,3 AV, ,15 ST
830,II,R,3, ,II,DEAN ST,Standard,2005-12-01,00:00:00.000,1,2005-12-01,00:00:00.000,ON,22918,3 AV, ,15 ST
831,II,R,3, ,II,DEAN ST,Standard,2005-12-01,00:00:00.000,1,2005-12-01,00:00:00.000,ON,22919,3 AV, ,15 ST
832,II,R,3, ,II,3 AV,Curbside,2009-09-01,00:00:00.000,1,2009-09-01,00:00:00.000,ON,22936,LAFAYETTE AV, ,FT GREENE PL
833,II,R,3, ,II,3 AV,Standard,2009-09-01,00:00:00.000,1,2009-09-01,00:00:00.000,ON,22940,LAFAYETTE AV, ,ST FELIX ST
834,I,2,1, ,I,EVANS RD,Greenway,2013-10-25,00:00:00.000,2,2013-10-25,00:00:00.000,OFF,22945,BARRY ROAD,Greenway,ANDES RD
835,I,2,1, ,I,BARRY RD,Greenway,2013-10-25,00:00:00.000,2,2013-10-25,00:00:00.000,OFF,22956,ANDES ROAD,Greenway,HAY RD
836,I,2,1, ,I,ANDES RD,Greenway,2013-10-25,00:00:00.000,2,2013-10-25,00:00:00.000,OFF,22958,BARRY ROAD,Greenway,CARDER RD
837,I,2,1,"Governor's Island features five miles of car-free biking with outstanding views of Lower Manhattan, Brooklyn, and New York Harbor. From June 5 to October 10, the Island is open every Friday from 10am to 5pm, and every Saturday and Sunday from 10am to 7p*",I,CLAYTON RD,Greenway,2007-06-01,00:00:00.000,2,2007-06-01,00:00:00.000,OFF,22959,KIMMEL RD,Greenway,BARRY RD
838,II,L,1, ,II,WEST ST, ,2008-07-18,00:00:00.000,1,2008-07-18,00:00:00.000,ON,23243,WARREN ST,Standard,BROADWAY
839,II,L,1, ,II,CHAMBERS ST, ,2013-11-26,00:00:00.000,1,2013-11-26,00:00:00.000,ON,23252,W BROADWAY,Standard,WARREN ST
840,II,L,1, ,II,READE ST, ,2013-11-26,00:00:00.000,1,2013-11-26,00:00:00.000,ON,23257,W BROADWAY,Standard,CHAMBERS ST
841,II,L,1, ,II,WEST ST, ,2008-07-18,00:00:00.000,1,2008-07-18,00:00:00.000,ON,23260,WARREN ST,Standard,BROADWAY
842,II,R,1, ,II,WARREN ST,Standard,2014-05-13,00:00:00.000,1,2014-05-13,00:00:00.000,ON,23261,CHURCH ST, ,6 AVE
843,III,2,1, ,III,BROOKLYN BR PATH,Sharrows,2007-09-01,00:00:00.000,2,2007-09-01,00:00:00.000,ON,23392,CENTRE ST,Sharrows,READE ST
844,II,R,1, ,II,LAFAYETTE ST,Standard,2007-09-01,00:00:00.000,1,2007-09-01,00:00:00.000,ON,23395,READE ST, ,GREENWICH ST
845,II,R,1, ,II,WARREN ST,Standard,2014-05-13,00:00:00.000,1,2014-05-13,00:00:00.000,ON,23396,CHURCH ST, ,6 AVE
846,II,L,1, ,II,WEST ST, ,2008-07-18,00:00:00.000,1,2008-07-18,00:00:00.000,ON,23400,WARREN ST,Standard,BROADWAY
847,II,R,1, ,II,LAFAYETTE ST,Standard,2007-09-01,00:00:00.000,1,2007-09-01,00:00:00.000,ON,23404,READE ST, ,GREENWICH ST
848,III,2,1, ,III,BROOKLYN BR PATH,Sharrows,2007-09-01,00:00:00.000,2,2007-09-01,00:00:00.000,ON,23514,CENTRE ST,Sharrows,READE ST
849,III,2,1, ,III,BROOKLYN BR PATH,Sharrows,2007-09-01,00:00:00.000,2,2007-09-01,00:00:00.000,ON,23557,CENTRE ST,Sharrows,READE ST
850,II,R,1, ,II,LAFAYETTE ST,Standard,2007-09-01,00:00:00.000,1,2007-09-01,00:00:00.000,ON,23559,READE ST, ,GREENWICH ST
851,II,R,1, ,II,DUANE ST,Curbside,2000-06-01,00:00:00.000,1,2000-06-01,00:00:00.000,ON,23560,CENTRE ST, ,WORTH ST
852,II,L,1, ,II,SPRING ST, ,2007-09-01,00:00:00.000,1,2007-09-01,00:00:00.000,ON,23561,LAFAYETTE ST,Curbside,READE ST
853,II,L,1, ,II,SPRING ST, ,2007-09-01,00:00:00.000,1,2007-09-01,00:00:00.000,ON,23569,LAFAYETTE ST,Standard,READE ST
854,II,L,1, ,II,SPRING ST, ,2007-09-01,00:00:00.000,1,2007-09-01,00:00:00.000,ON,23572,LAFAYETTE ST,Standard,READE ST
855,II,L,1, ,II,SPRING ST, ,2007-09-01,00:00:00.000,1,2007-09-01,00:00:00.000,ON,23578,LAFAYETTE ST,Standard,READE ST
856,II,R,1, ,II,DUANE ST,Curbside,2000-06-01,00:00:00.000,1,2000-06-01,00:00:00.000,ON,23580,CENTRE ST, ,WORTH ST
857,II,R,3, ,II,COLUMBIA ST,Standard,2008-09-13,00:00:00.000,1,2008-09-13,00:00:00.000,ON,23592,CONGRESS ST, ,CLINTON ST
858,II,R,3, ,II,COLUMBIA ST,Standard,2008-09-13,00:00:00.000,1,2008-09-13,00:00:00.000,ON,23613,CONGRESS ST, ,CLINTON ST
859,III,R,3, ,III,AMITY ST,Signed Route,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23626,HENRY ST, ,UNION ST
860,"II,III",2,1, ,II,CATHERINE ST,Standard,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,23785,E BROADWAY,Sharrows,CHATHAM SQ
861,III,2,1, ,III,CATHERINE ST,Sharrows,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,23788,E BROADWAY,Sharrows,CHATHAM SQ
862,II,2,1, ,II,GRAND ST,Standard,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,23792,E BROADWAY,Standard,CATHERINE ST
863,III,R,3, ,III,AMITY ST,Signed Route,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23799,HENRY ST, ,UNION ST
864,II,R,3, ,II,COLUMBIA ST,Standard,2008-09-13,00:00:00.000,1,2008-09-13,00:00:00.000,ON,23800,CONGRESS ST, ,CLINTON ST
865,III,R,3, ,III,AMITY ST,Signed Route,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23801,HENRY ST, ,UNION ST
866,II,R,3, ,II,AMITY ST,Curbside,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23803,HENRY ST, ,OLD FULTON ST
867,III,L,3, ,III,HENRY ST, ,2008-09-13,00:00:00.000,1,2008-09-13,00:00:00.000,ON,23804,PACIFIC ST,Sharrows,SMITH ST
868,II,R,3, ,II,AMITY ST,Curbside,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23805,HENRY ST, ,OLD FULTON ST
869,II,L,3, ,II,HAMILTON AV, ,2003-04-01,00:00:00.000,1,2003-04-01,00:00:00.000,ON,23807,CLINTON ST,Standard,TILLARY ST
870,II,L,3, ,II,HAMILTON AV, ,2003-04-01,00:00:00.000,1,2003-04-01,00:00:00.000,ON,23809,CLINTON ST,Standard,TILLARY ST
871,II,L,3, ,II,HAMILTON AV, ,2003-04-01,00:00:00.000,1,2003-04-01,00:00:00.000,ON,23811,CLINTON ST,Standard,TILLARY ST
872,III,L,3, ,III,HENRY ST, ,2008-09-13,00:00:00.000,1,2008-09-13,00:00:00.000,ON,23812,PACIFIC ST,Sharrows,SMITH ST
873,II,L,3, ,II,HAMILTON AV, ,2003-04-01,00:00:00.000,1,2003-04-01,00:00:00.000,ON,23813,CLINTON ST,Standard,TILLARY ST
874,II,L,3, ,II,HAMILTON AV, ,2003-04-01,00:00:00.000,1,2003-04-01,00:00:00.000,ON,23815,CLINTON ST,Standard,TILLARY ST
875,II,R,3, ,II,AMITY ST,Curbside,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23820,HENRY ST, ,OLD FULTON ST
876,II,R,3, ,II,AMITY ST,Curbside,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23825,HENRY ST, ,OLD FULTON ST
877,II,L,3, ,II,HAMILTON AV, ,2003-04-01,00:00:00.000,1,2003-04-01,00:00:00.000,ON,23831,CLINTON ST,Standard,TILLARY ST
878,II,L,3, ,II,BOERUM PLACE, ,2015-09-22,00:00:00.000,1,2015-09-22,00:00:00.000,ON,23832,SCHERMERHORN ST,Standard,CLINTON ST
879,II,R,3, ,II,AMITY ST,Curbside,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23845,HENRY ST, ,OLD FULTON ST
880,II,R,3, ,II,AMITY ST,Curbside,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23847,HENRY ST, ,OLD FULTON ST
881,II,R,3, ,II,AMITY ST,Curbside,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23851,HENRY ST, ,OLD FULTON ST
882,II,R,3, ,II,AMITY ST,Curbside,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23853,HENRY ST, ,OLD FULTON ST
883,II,R,3, ,II,AMITY ST,Curbside,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23856,HENRY ST, ,OLD FULTON ST
884,II,2,3, ,II,FURMAN ST,Standard,2009-12-09,00:00:00.000,2,2012-08-29,00:00:00.000,ON,23916,OLD FULTON ST,Curbside,FRONT ST
885,II,2,3, ,II,FURMAN ST,Standard,2009-12-09,00:00:00.000,2,2012-08-29,00:00:00.000,ON,23924,OLD FULTON ST,Standard,FRONT ST
886,III,2,1, ,III,ST JAMES PL,Sharrows,2006-10-01,00:00:00.000,2,2006-10-01,00:00:00.000,ON,23933,MADISON ST,Sharrows,PIKE ST
887,III,L,1, ,III,CANAL ST, ,2008-08-29,00:00:00.000,1,2008-08-29,00:00:00.000,ON,23960,FORSYTH ST,Sharrows,E BROADWAY
888,III,L,1, ,III,CANAL ST, ,2008-08-29,00:00:00.000,1,2008-08-29,00:00:00.000,ON,23963,FORSYTH ST,Sharrows,E BROADWAY
889,I,2,1, ,I,FORSYTH ST,Protected Path,2007-12-01,00:00:00.000,2,2007-12-01,00:00:00.000,ON,23965,CANAL ST,Protected Path,CHRYSTIE ST
890,III,L,1, ,III,CANAL ST, ,2008-08-29,00:00:00.000,1,2008-08-29,00:00:00.000,ON,23969,FORSYTH ST,Sharrows,E BROADWAY
891,II,2,1, ,II,GRAND ST,Standard,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,23970,E BROADWAY,Standard,CATHERINE ST
892,III,R,1, ,III,CANAL ST,Sharrows,2008-08-01,00:00:00.000,1,2008-08-29,00:00:00.000,ON,23971,ELDRIDGE ST, ,E BROADWAY
893,III,R,3, ,III,PACIFIC ST,Sharrows,2008-09-13,00:00:00.000,1,2008-09-13,00:00:00.000,ON,23977,COURT ST, ,PACIFIC ST
894,III,L,3, ,III,HENRY ST, ,2008-09-13,00:00:00.000,1,2008-09-13,00:00:00.000,ON,23978,PACIFIC ST,Sharrows,SMITH ST
895,II,R,3, ,II,BERGEN ST,Standard,2004-06-01,00:00:00.000,1,2004-06-01,00:00:00.000,ON,23983,BOERUM PL, ,ATLANTIC AV
896,III,L,3, ,III,HENRY ST, ,2008-09-13,00:00:00.000,1,2008-09-13,00:00:00.000,ON,23984,PACIFIC ST,Sharrows,SMITH ST
897,II,R,3, ,II,BERGEN ST,Standard,2004-06-01,00:00:00.000,1,2004-06-01,00:00:00.000,ON,23985,BOERUM PL, ,ATLANTIC AV
898,II,L,3, ,II,HAMILTON AV, ,2003-04-01,00:00:00.000,1,2003-04-01,00:00:00.000,ON,23989,CLINTON ST,Standard,TILLARY ST
899,II,L,3, ,II,HAMILTON AV, ,2003-04-01,00:00:00.000,1,2003-04-01,00:00:00.000,ON,23991,CLINTON ST,Standard,TILLARY ST
900,II,L,3, ,II,HAMILTON AV, ,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,23993,CLINTON ST,Curbside,TILLARY ST
901,II,L,3, ,II,HAMILTON AV, ,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,24004,CLINTON ST,Curbside,TILLARY ST
902,II,L,3, ,II,HAMILTON AV, ,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,24006,CLINTON ST,Curbside,TILLARY ST
903,II,R,3, ,II,AMITY ST,Curbside,1980-07-01,00:00:00.000,1,1980-07-01,00:00:00.000,ON,24015,HENRY ST, ,OLD FULTON ST
904,III,2,3, ,III,HENRY ST,Signed Route,1980-07-01,00:00:00.000,2,1980-07-01,00:00:00.000,ON,24016,CLARK ST,Signed Route,CADMAN PLZ W
905,II,R,3, ,II,AMITY ST,Standard,2008-10-27,00:00:00.000,1,2008-10-27,00:00:00.000,ON,24017,HENRY ST, ,OLD FULTON ST
906,II,R,3, ,II,AMITY ST,Standard,2008-10-27,00:00:00.000,1,2008-10-27,00:00:00.000,ON,24019,HENRY ST, ,OLD FULTON ST
907,II,R,3, ,II,AMITY ST,Standard,2008-10-27,00:00:00.000,1,2008-10-27,00:00:00.000,ON,24050,HENRY ST, ,OLD FULTON ST
908,II,R,3, ,II,AMITY ST,Standard,2008-10-27,00:00:00.000,1,2008-10-27,00:00:00.000,ON,24053,HENRY ST, ,OLD FULTON ST
909,II,L,3, ,II,WASHINGTON ST, ,2008-10-27,00:00:00.000,1,2008-10-27,00:00:00.000,ON,24079,YORK ST,Standard,FRONT ST
910,"II,III",2,1, ,II,FORSYTH ST,Standard,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,24135,CANAL ST,Sharrows,E BROADWAY
911,II,2,1, ,II,GRAND ST,Standard,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,24137,E BROADWAY,Standard,CATHERINE ST
912,III,R,1, ,III,CHERRY ST,Sharrows,2009-08-01,00:00:00.000,1,2009-08-01,00:00:00.000,ON,24138,PIKE ST, ,DIVISION ST
913,I,R,1, ,I,CHERRY ST,Protected Path,2004-06-01,00:00:00.000,1,2009-08-01,00:00:00.000,ON,24141,PIKE ST, ,DIVISION ST
914,II,2,1, ,II,GRAND ST,Standard,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,24144,E BROADWAY,Standard,CATHERINE ST
915,I,R,1, ,I,CHERRY ST,Protected Path,2004-06-01,00:00:00.000,1,2009-08-01,00:00:00.000,ON,24145,PIKE ST, ,DIVISION ST
916,III,2,1, ,III,FORSYTH ST,Sharrows,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,24147,CANAL ST,Sharrows,E BROADWAY
917,I,L,1, ,I,E HOUSTON ST, ,2004-06-01,00:00:00.000,1,2009-08-01,00:00:00.000,ON,24148,ALLEN ST,Protected Path,CANAL ST
918,I,L,1, ,I,CHERRY ST, ,2004-06-01,00:00:00.000,1,2009-08-01,00:00:00.000,ON,24149,PIKE ST,Protected Path,DIVISION ST
919,I,R,1, ,I,DIVISION ST,Protected Path,2004-06-01,00:00:00.000,1,2009-08-01,00:00:00.000,ON,24157,ALLEN ST, ,E HOUSTON ST
920,III,2,1, ,III,FORSYTH ST,Sharrows,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,24160,CANAL ST,Sharrows,E BROADWAY
921,III,2,1, ,III,FORSYTH ST,Sharrows,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,24164,CANAL ST,Sharrows,E BROADWAY
922,III,2,1, ,III,FORSYTH ST,Sharrows,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,24166,CANAL ST,Sharrows,E BROADWAY
923,II,2,1, ,II,GRAND ST,Standard,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,24171,E BROADWAY,Standard,CATHERINE ST
924,III,2,1, ,III,FORSYTH ST,Sharrows,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,24172,CANAL ST,Sharrows,E BROADWAY
925,III,R,1, ,III,CANAL ST,Sharrows,2008-08-01,00:00:00.000,1,2008-08-01,00:00:00.000,ON,24173,RUTGERS ST, ,E BROADWAY
926,II,L,3, ,II,SCHERMERHORN ST, ,2004-06-01,00:00:00.000,1,2008-10-03,00:00:00.000,ON,24178,SMITH ST,Standard,HAMILTON AV
927,II,L,3, ,II,SCHERMERHORN ST, ,2004-06-01,00:00:00.000,1,2008-10-03,00:00:00.000,ON,24182,SMITH ST,Standard,HAMILTON AV
928,III,2,3, ,III,SCHERMERHORN ST,Sharrows,2004-06-01,00:00:00.000,2,2008-10-03,00:00:00.000,ON,24184,SMITH ST,Sharrows,MIDBLOCK
929,II,R,3, ,II,DOUGLASS ST,Curbside,2008-10-10,00:00:00.000,1,2008-10-10,00:00:00.000,ON,24187,HOYT ST, ,SCHERMERHORN ST
930,II,2,3, ,II,LIVINGSTON ST,Standard,2004-06-01,00:00:00.000,2,2008-10-03,00:00:00.000,ON,24202,SMITH ST,Standard,FULTON ST
931,"III,I",2,3, ,I,METROTECH RD,Sharrows,2008-10-03,00:00:00.000,2,2016-08-25,00:00:00.000,ON,24204,JAY ST,Protected Path,FULTON ST
932,"III,I",2,3, ,I,METROTECH RD,Sharrows,2008-10-03,00:00:00.000,2,2016-08-25,00:00:00.000,ON,24206,JAY ST,Protected Path,FULTON ST
933,I,2,3, ,I,TILLARY ST,Protected Path,2008-10-03,00:00:00.000,2,2016-08-25,00:00:00.000,ON,24214,JAY ST,Protected Path,METROTECH RD
934,I,2,3, ,I,DUFFIELD ST,Sidewalk,1992-01-01,00:00:00.000,2,2014-01-02,00:00:00.000,OFF,24215,MYRTLE AVE,Sidewalk,JAY ST
935,I,2,3, ,I,NASSAU ST,Protected Path,2004-06-01,00:00:00.000,2,2016-08-25,00:00:00.000,ON,24223,JAY ST,Protected Path,TILLARY
936,I,2,3, ,I,NASSAU ST,Protected Path,2004-06-01,00:00:00.000,2,2016-08-25,00:00:00.000,ON,24225,JAY ST,Protected Path,TILLARY
937,I,2,3, ,I,NASSAU ST,Protected Path,2004-06-01,00:00:00.000,2,2016-08-25,00:00:00.000,ON,24227,JAY ST,Protected Path,TILLARY
938,I,2,3, ,I,SANDS ST,Protected Path,2004-06-01,00:00:00.000,2,2016-08-25,00:00:00.000,ON,24229,JAY ST,Protected Path,NASSAU ST
939,"I,III",2,3, ,I,WASHINGTON ST,Sharrows,2013-10-25,00:00:00.000,2,2013-10-25,00:00:00.000,ON,24235,PROSPECT STREET,Sidewalk,ADAMS ST
940,II,L,3, ,II,WASHINGTON ST, ,2008-10-27,00:00:00.000,1,2008-10-27,00:00:00.000,ON,24236,YORK ST,Standard,FRONT ST
941,"I,III",2,3, ,I,WASHINGTON ST,Sharrows,2013-10-25,00:00:00.000,2,2013-10-25,00:00:00.000,ON,24246,PROSPECT STREET,Sidewalk,ADAMS ST
942,III,R,3, ,III,ADAMS ST,Sharrows,2013-10-25,00:00:00.000,1,2013-10-25,00:00:00.000,ON,24248,PROSPECT STREET, ,PEARL ST
943,II,R,3, ,II,ADAMS ST,Standard,2006-06-01,00:00:00.000,1,2006-06-01,00:00:00.000,ON,24254,SANDS ST, ,PEARL ST
944,II,R,3, ,II,PEARL ST,Curbside,2007-07-01,00:00:00.000,1,2007-07-01,00:00:00.000,ON,24269,PROSPECT ST, ,JAY ST
945,II,2,3, ,II,MN BRIDGE OFF RAMP,Curbside,2004-06-01,00:00:00.000,2,2016-08-25,00:00:00.000,ON,24274,JAY ST,Curbside,SANDS ST
946,"I,II",2,3,contra-flow protected SB,I,YORK ST,Protected Path,2007-07-01,00:00:00.000,2,2017-11-17,00:00:00.000,ON,24284,JAY ST,Curbside,PROSPECT ST
947,III,2,3, ,III,FRONT ST,Signed Route,2011-12-16,00:00:00.000,2,2011-12-16,00:00:00.000,ON,24286,WASHINGTON ST,Signed Route,YORK ST
948,III,R,3, ,III,PLYMOUTH ST,Signed Route,2011-12-16,00:00:00.000,1,2011-12-16,00:00:00.000,ON,24288,WASHINGTON ST, ,FRONT ST
949,III,R,3, ,III,PLYMOUTH ST,Signed Route,2011-12-16,00:00:00.000,1,2011-12-16,00:00:00.000,ON,24290,WASHINGTON ST, ,FRONT ST
950,III,R,3, ,III,JOHN ST,Sharrows,2007-07-01,00:00:00.000,1,2007-07-01,00:00:00.000,ON,24316,PEARL ST, ,PROSPECT ST
951,III,R,3, ,III,JOHN ST,Sharrows,2007-07-01,00:00:00.000,1,2007-07-01,00:00:00.000,ON,24318,PEARL ST, ,PROSPECT ST
952,III,L,3, ,III,JAY ST, ,2007-07-01,00:00:00.000,1,2007-07-01,00:00:00.000,ON,24319,JOHN ST,Signed Route,PEARL ST
953,III,2,3, ,III,YORK ST,Sharrows,2007-07-01,00:00:00.000,2,2017-11-09,00:00:00.000,ON,24320,JAY ST,Sharrows,JOHN ST
954,III,2,3, ,III,YORK ST,Sharrows,2007-07-01,00:00:00.000,2,2017-11-09,00:00:00.000,ON,24322,JAY ST,Sharrows,JOHN ST
955,III,2,3, ,III,YORK ST,Sharrows,2007-07-01,00:00:00.000,2,2017-11-09,00:00:00.000,ON,24324,JAY ST,Sharrows,JOHN ST
956,III,2,3, ,III,YORK ST,Sharrows,2007-07-01,00:00:00.000,2,2017-11-09,00:00:00.000,ON,24326,JAY ST,Sharrows,JOHN ST
957,III,R,1, ,III,FORSYTH ST,Sharrows,2008-08-29,00:00:00.000,1,2008-08-29,00:00:00.000,ON,24366,CANAL ST, ,E BROADWAY
958,II,2,1, ,II,GRAND ST,Standard,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,24367,E BROADWAY,Standard,CATHERINE ST
959,I,2,1, ,I,SOUTH ST,Protected Path,2015-09-01,00:00:00.000,2,2015-09-01,00:00:00.000,ON,24375,CLINTON ST,Protected Path,E BROADWAY
960,I,2,1, ,I,SOUTH ST,Protected Path,2015-09-01,00:00:00.000,2,2015-09-01,00:00:00.000,ON,24377,CLINTON ST,Protected Path,E BROADWAY
961,II,2,3, ,II,BOERUM PL,Standard,2009-09-01,00:00:00.000,2,2009-09-01,00:00:00.000,ON,24379,SCHERMERHORN ST,Standard,3 AV
962,I,2,3, ,I,DUFFIELD ST,Sidewalk,1992-01-01,00:00:00.000,2,2014-01-02,00:00:00.000,OFF,24414,MYRTLE AVE,Sidewalk,JAY ST
963,I,2,3, ,I,PROSPECT ST,Greenway,2007-11-01,00:00:00.000,2,2007-11-01,00:00:00.000,OFF,24484,JAY ST GREENWAY,Greenway,SANDS ST
964,II,2,1, ,II,SOUTH ST,Standard,2007-06-01,00:00:00.000,2,2007-06-01,00:00:00.000,ON,24524,MONTGOMERY ST,Standard,HENRY ST
965,II,2,1, ,II,SOUTH ST,Standard,2007-06-01,00:00:00.000,2,2007-06-01,00:00:00.000,ON,24526,MONTGOMERY ST,Standard,HENRY ST
966,II,2,1, ,II,SOUTH ST,Standard,2007-06-01,00:00:00.000,2,2007-06-01,00:00:00.000,ON,24527,MONTGOMERY ST,Standard,HENRY ST
967,II,2,1, ,II,PIKE ST,Standard,2006-10-01,00:00:00.000,2,2006-10-01,00:00:00.000,ON,24540,MADISON ST,Standard,GOUVERNEUR ST
968,II,2,1, ,II,SOUTH ST,Standard,2007-06-01,00:00:00.000,2,2007-06-01,00:00:00.000,ON,24541,MONTGOMERY ST,Standard,HENRY ST
969,II,2,1, ,II,HENRY ST,Standard,2007-06-01,00:00:00.000,2,2007-06-01,00:00:00.000,ON,24542,SAMUEL DICKSTEIN PLZ,Standard,GRAND ST
970,II,2,1, ,II,GRAND ST,Standard,2008-08-29,00:00:00.000,2,2008-08-29,00:00:00.000,ON,24545,E BROADWAY,Standard,CATHERINE ST
971,II,2,1, ,II,HENRY ST,Standard,2007-06-01,00:00:00.000,2,2007-06-01,00:00:00.000,ON,24546,SAMUEL DICKSTEIN PLZ,Standard,GRAND ST
972,II,2,1, ,II,E BROADWAY,Standard,2006-10-01,00:00:00.000,2,2006-10-01,00:00:00.000,ON,24548,GRAND ST,Standard,ESSEX ST
973,II,2,1, ,II,E BROADWAY,Standard,2006-10-01,00:00:00.000,2,2006-10-01,00:00:00.000,ON,24550,GRAND ST,Standard,ESSEX ST
974,II,L,3, ,II,MALCOLM X BLVD, ,2004-06-01,00:00:00.000,1,2004-06-01,00:00:00.000,ON,24570,DE KALB AV,Standard,HUDSON AV
975,II,L,3, ,II,MALCOLM X BLVD, ,2004-06-01,00:00:00.000,1,2004-06-01,00:00:00.000,ON,24575,DE KALB AV,Standard,HUDSON AV
976,II,R,3, ,II,FLATBUSH AV EX,Standard,2004-06-01,00:00:00.000,1,2004-06-01,00:00:00.000,ON,24596,MYRTLE AV, ,WASHINGTON PARK
977,II,R,3, ,II,FLATBUSH AV EX,Standard,2004-06-01,00:00:00.000,1,2004-06-01,00:00:00.000,ON,24599,MYRTLE AV, ,WASHINGTON PARK
978,II,2,3, ,II,MYRTLE AV,Curbside,2004-06-01,00:00:00.000,2,2004-06-01,00:00:00.000,ON,24635,NAVY ST,Curbside,SANDS ST
